sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample116	sample117	sample118	sample119	sample120	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample131	sample41	sample44	sample45	sample48	sample49	sample51	sample52	sample53	sample54	sample62	sample64	sample66	sample68	sample71	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample82	sample83	sample86	sample87	sample88	sample90	sample91	sample93	sample95	sample96	sample97
ENSG00000018408	9.313458441	9.07909424	9.6380149	9.018896869	9.219981897	8.935856708	8.996578399	9.082805022	9.045871042	8.731441969	9.571591318	9.413642233	9.063259406	9.164459903	9.057789092	8.824469708	9.316684977	8.991296547	8.983846946	9.222549943	9.449513633	9.202126776	9.788521801	9.611103446	9.474277287	9.220596936	9.340696817	9.036879436	9.05427046	8.974556291	8.721409953	9.308182719	9.08741581	9.414521123	9.403542431	9.221231677	9.009558596	8.748211764	9.281436318	9.117095564	8.854484281	9.110704677	9.231381128	9.006012051	9.100934823	9.283598876	9.150592659	9.325737783	8.876182407	9.010400827	9.401661842	9.331725196	9.326803891	9.280877423	9.40971629	8.848837627	9.331295641	8.941603862	9.402581546	8.629605739
ENSG00000018510	9.647670414	9.754268462	9.530576494	9.769206583	9.903113517	10.01525095	10.38861336	9.900579073	10.03365586	9.924336823	9.942839479	9.671513887	9.753820976	10.04637504	9.818831616	9.757621402	9.457421048	10.4589301	10.58669819	9.769320319	9.811457328	9.374770941	9.815835861	9.736959409	9.710521779	9.563919582	9.760513968	10.15766887	9.644867654	9.543129135	10.20234388	9.771345726	9.578630391	9.73244861	10.2343814	9.461100228	9.909817079	9.920088522	9.642895041	9.542024753	9.546987418	9.509571391	10.09885406	9.194043508	9.903832849	9.509698632	9.562808117	9.808185386	10.07370175	10.17372941	9.650134899	9.813636991	9.839602527	9.83247166	10.2051832	10.39160773	9.997082613	9.955537463	9.993549926	9.893650306
ENSG00000018607	-0.386028993	0.030378285	-0.152737892	-0.412627485	0.060522277	-0.377741395	-0.096667839	-0.399365769	-0.393221811	-0.165858745	0.766589448	-0.346827464	-0.377786663	0.359639507	-0.141525832	0.025759818	-0.386052476	-0.396178433	-0.400161924	0.055029324	-0.405351291	0.043408039	-0.199606746	0.682389284	-0.375153931	-0.388289392	-0.375145143	-0.388261455	0.199274869	0.00257109	-0.031453869	0.279776547	-0.387302283	-0.411003258	0.235249837	-0.113687783	-0.400913827	-0.192407547	0.27997926	-0.409668099	-0.376438893	-0.368166211	-0.398388001	-0.327193596	-0.139213014	-0.395262723	-0.150465332	0.032352148	-0.389391069	-0.177767958	-0.160085945	-0.406586584	0.858585454	-0.153014546	-0.389634327	-0.391992475	-0.39900922	-0.386830031	-0.391292928	-0.379834313
ENSG00000018610	6.643811272	6.893239343	6.736980937	6.974640079	6.728354488	6.518837658	6.749873281	7.016414801	6.787486546	6.861292946	6.741376929	6.568258367	7.012050621	6.669774298	6.867806915	6.892186347	6.839446316	6.991150678	6.525750312	6.958148048	6.858097084	6.657944032	6.58642391	6.96086914	6.845295684	7.067261809	6.567373453	6.946176336	6.88074514	6.932607143	6.673144575	7.084887467	6.69839719	7.118322919	7.046159835	6.837873826	6.995785765	6.456753958	6.465571696	6.677324834	6.997393203	7.025613799	6.900881976	6.491723792	6.690046233	6.95188476	7.032932549	6.638799501	6.820184658	6.927996254	6.992707667	7.118535679	6.781027816	6.568098372	7.122714851	6.825758842	7.069839676	6.602907618	7.048721377	6.540343119
ENSG00000018625	4.8333611	4.171112035	4.207705221	4.863623434	4.689109909	3.346576073	4.233638702	3.406327697	4.345802805	4.001653994	4.53122006	4.080524868	3.121198543	3.591819166	4.255345674	3.907004972	6.479152428	3.923940873	4.060765835	4.418681461	3.282011121	4.893885739	4.560262433	3.737215076	4.072961753	5.036366411	4.484524796	4.874479286	4.428359687	4.967348629	3.843122407	3.904648966	4.253806407	4.371382464	3.136952626	4.325429249	4.105651723	4.592539183	4.524145016	3.645246261	4.638170574	3.50607019	5.11735772	3.269396165	4.804670227	4.632193113	4.009307919	5.270753359	4.085020454	3.655912861	3.85270884	4.203627987	4.253349362	3.750082582	3.844662921	3.892368563	5.176169392	3.187291652	3.540404344	3.977310586
ENSG00000018699	7.543643951	7.448577729	7.374982092	7.436900582	7.477941461	7.27903956	7.314215543	7.610649764	7.292295468	7.662818786	7.424712221	7.83503547	7.316958666	7.572380779	7.384865334	7.622562453	7.716393535	7.667463011	7.521654186	7.428329562	7.231139552	7.445203246	7.434216634	7.525800746	7.610221584	7.400788977	7.384647632	7.361501592	7.712249416	7.354427281	7.635429052	7.509680075	7.314957358	7.386533789	7.525764038	7.238052915	7.520523824	7.633438351	7.600770852	7.761505947	7.38054798	7.679218595	7.194012018	7.26935442	7.662452195	7.379161504	7.353968658	7.6693226	7.448225213	7.389376439	7.47067518	7.320411294	7.695935822	7.500072332	7.421153202	7.444128259	7.471402617	7.339834079	7.640168382	7.467987048
ENSG00000018869	5.575468026	5.248107142	4.956930791	5.542500236	4.900801925	5.64551568	4.911234212	5.315468001	5.365020443	5.076564241	5.369724122	4.79286071	5.49240127	5.440818228	4.538343966	5.085277726	5.533869691	5.868707723	5.111188732	4.980983131	5.776855469	5.033333678	4.783385993	5.372985188	5.226137437	4.664536835	4.673064887	5.382211885	5.451909457	5.059782666	5.08627952	5.344105291	5.157215775	4.580946557	5.662649883	5.344494281	5.369532981	5.592780687	4.802852005	5.233635391	5.503742725	4.575840727	4.45822948	5.738742866	4.594640149	5.253201983	5.252381187	5.132945749	5.441409603	5.613722251	5.305158648	5.591752751	5.434218402	5.570944224	5.194333687	5.420083121	5.146844351	5.189210476	5.207957593	5.744525952
ENSG00000019102	3.210300676	3.012748335	3.508592293	3.380711516	2.697212091	2.991829597	2.863721794	2.659841247	2.901946053	2.650748786	2.904953773	3.181703107	3.26293186	2.37896361	2.328168244	3.227090458	3.676806629	3.428951678	2.655698771	3.0752145	2.249547995	3.957361255	3.32743744	2.866715291	2.902290253	3.956403978	2.788789528	3.347270788	2.993048334	3.09505418	2.776534619	3.242735897	3.03086257	3.201177484	2.886614201	3.030579239	2.858290726	2.8606844	2.869887661	2.711852119	3.496725095	2.827159112	3.209431216	3.311935338	2.944852001	3.665727332	3.390159232	3.550822078	2.461933978	3.074160396	2.668125094	3.082883706	3.008469941	2.571098368	3.105060965	3.002961835	3.530005335	2.474020333	2.583114772	2.641086797
ENSG00000019144	8.416564148	7.830722596	8.875655498	8.484749422	8.499210613	7.583880867	8.220590435	8.594708237	8.005396497	7.53717103	8.729831414	8.105913933	8.143426417	7.816204295	7.985522501	7.747889555	9.393351821	8.420731859	8.523447755	7.931494801	8.299206519	8.843574941	9.062075323	9.028197949	8.571359781	9.003041159	8.986304717	7.913260663	8.09906555	8.69734503	7.597355601	8.924027768	8.241923001	7.899051824	8.402011852	9.507490579	8.490167636	8.125285982	8.929032244	7.573818302	8.537720027	7.651072074	9.395758947	9.162920227	8.299313055	8.729387019	9.134581212	9.019337974	8.138662807	7.541430697	8.382759398	8.109559535	8.020087577	8.044187544	7.866641225	7.586514122	8.984732444	9.004670344	8.138180942	7.786245607
ENSG00000019169	9.272007089	8.72171285	8.953644298	9.300180912	8.688179191	8.675420866	9.37406176	8.426682135	9.336016329	8.791458705	8.898466886	8.597370013	7.94281281	8.722875867	9.107832252	9.095457057	7.93587483	9.321667569	9.446148717	9.240709259	8.974010971	8.953560758	8.271686397	8.481859551	9.079519182	7.856470567	9.269773148	9.077822037	8.005308197	9.285014326	8.504179341	9.427631202	8.855542065	8.742769593	8.556154099	10.06884441	9.075008102	9.033579565	9.072828999	9.110916018	9.411625787	9.557823864	9.689467682	8.68769807	8.67539718	8.532197104	9.087044831	8.788348347	8.243273117	9.214047066	9.118556712	9.52486175	7.637251619	9.001694885	8.249256169	9.843701972	8.361106345	9.021402703	8.983906225	8.380017774
ENSG00000019186	0.570982675	0.852404972	0.73234204	0.305193267	0.111805344	0.377974536	0.154513143	0.534940889	0.110425352	0.099424758	1.255846248	0.444106783	0.131947551	0.316296081	0.118965704	0.317035431	0.120419907	0.106304348	0.532805681	0.342737715	0.518930247	0.872487216	0.072038132	1.87242426	0.600791521	1.31519508	0.135632794	0.355850887	0.511186417	0.296565256	0.757664179	0.371248415	0.118677368	0.085643777	0.339865638	0.141100613	0.867044135	0.297094788	0.773686214	0.087504514	0.133827764	0.145373088	0.334706317	0.20273144	0.120813806	0.107580649	0.111807207	0.698455722	0.115765309	0.841240414	0.104076592	0.09179897	1.438149811	0.550192734	0.561186488	0.112138935	0.874003975	0.358851326	0.349506273	0.373559452
ENSG00000019485	5.592461926	5.519429938	4.980092425	5.496017957	5.54148494	5.318791945	5.687423563	5.462576293	5.744647768	5.313763406	5.708731777	5.080588135	5.61793922	5.241750634	5.665293689	5.423432085	6.128240737	5.609816476	5.477255819	5.098739613	5.393427463	5.639604423	5.412862656	5.200660419	5.950440136	5.785918718	5.595078692	5.615513942	5.281232184	5.842011243	5.251695911	5.523672078	5.560630626	5.490106156	5.649925596	5.914240618	5.76547247	5.216960473	5.205667459	5.422032791	5.813391962	5.032393988	5.57238646	6.029616619	5.636174676	4.933369633	5.642261615	5.619616635	5.138579735	5.350621719	5.43197094	5.506197509	5.071710416	5.219437342	5.38095107	5.789611717	5.642997817	5.687076411	5.317588886	5.301873315
ENSG00000019505	2.926153134	2.620868829	3.344149904	3.724998326	2.577074382	2.065086852	2.12834959	3.367758238	2.449870589	2.531169511	3.332324867	2.538784194	2.876434554	2.499806852	2.603944398	3.317421404	2.609432016	2.302678799	2.748493854	2.965294943	3.200794195	2.752628256	4.24189118	3.174441178	2.540131405	3.616474675	2.784273451	3.087919904	2.883599903	2.913774263	2.010660632	3.494133451	3.173485183	3.096550968	2.669429915	3.015689944	3.229522615	2.337162773	2.752161868	2.100210339	3.07641417	2.575907234	3.103072263	2.798780005	2.486735401	2.672946059	2.889483847	2.908145338	2.020260818	2.377945457	2.149795556	2.975151132	2.507946063	2.003851619	2.703649354	2.010339952	3.736759564	2.719068745	2.581967243	3.141197446
ENSG00000019549	5.815171651	5.161361603	6.237535494	5.377576407	5.137728414	5.884850385	6.134727758	5.628838155	6.122721573	5.132112073	6.768369841	5.568533196	6.241926876	5.46299752	5.914041624	6.021664727	6.276869319	6.460791318	6.181192111	5.745003996	5.619865471	6.056670311	7.323090923	5.929239167	5.019040995	5.921058005	5.530617261	5.815258484	5.897830493	5.857301213	5.62025661	5.483554326	6.240257251	5.932940895	6.099964459	6.341524887	5.747615498	6.58531329	6.420472436	5.985298561	5.322681449	5.150424547	6.358144447	5.453974411	5.634632886	5.793761213	5.367653908	6.525513947	5.36348644	4.853282459	5.773169317	5.969240652	5.744075134	5.157855015	5.512359428	6.173681134	5.461142122	5.950125771	6.305596531	5.705321382
ENSG00000019582	11.71075949	11.27729596	11.40087943	11.39020791	11.24275577	11.22566841	11.67375682	10.80009422	11.24817541	10.95339879	11.12425907	10.86496054	10.97423819	11.36780483	11.4683933	11.37126414	11.26775372	11.27702938	11.63696733	11.55448062	11.3169337	11.05501459	11.5321243	11.25510581	11.32875499	11.63116082	11.47426259	10.74151709	10.55448557	11.78020681	11.04851395	11.78050084	10.98980701	11.00843934	11.44623877	11.79022696	11.36090036	11.22566389	11.06492498	11.00037698	11.73981606	11.63669559	11.52684488	11.5024245	11.26476768	11.09302824	11.33340586	11.44732312	11.19954148	10.84654663	11.37980043	11.10108068	10.51820023	11.27815517	11.21566784	11.21877972	11.45028086	11.11267425	11.03122184	11.16178398
ENSG00000019991	10.13905537	10.14401561	10.53085579	10.24643554	9.515438963	9.992623403	9.831189651	10.18362628	9.915965259	9.551738567	10.61230375	9.921689807	9.996941052	10.03470006	9.882883935	9.682723663	9.973572927	9.931699805	9.909877715	9.49901686	10.41943489	9.909897819	10.69284894	10.49664422	9.99452112	9.984769843	10.13226699	9.777245016	9.627656319	9.537044625	9.507928996	10.15331492	9.909627181	9.709846988	10.27819149	10.13778635	10.14447476	9.626887751	10.06199403	9.538457894	9.906811335	9.753936272	9.819855821	10.08210824	9.614839362	9.690115884	10.0750383	10.41728695	10.14544285	9.935492352	10.10189384	10.13547112	10.04404219	9.591574122	10.50897244	9.463769012	10.56699296	10.61980788	10.71302997	9.677514024
ENSG00000019995	10.15221865	10.24725574	10.50525776	10.04791002	10.11477988	10.35938321	10.39486126	10.35735562	10.53994694	10.18438656	10.4912608	10.68057325	10.32404423	10.43048918	10.31175832	9.711394282	10.1212731	10.18553894	10.41688054	10.42028399	10.06969532	10.55116334	10.50145134	10.27345533	10.25362009	10.03652898	10.02226795	10.5532011	10.37874703	9.951203635	10.36203836	9.995299211	10.16200897	10.38922859	9.983486118	9.956425536	10.06410346	9.953358048	10.28126297	10.76302029	10.11360107	10.59425742	10.23901139	10.12063624	10.25887556	10.1369437	10.13155117	10.36144907	10.21845624	10.45883588	10.34667883	10.59893298	10.42343802	10.30946803	10.40614177	10.20112262	10.23699053	9.922923358	10.76418094	10.39950968
ENSG00000020129	5.996150256	5.288563997	5.425984796	5.942352543	5.43646388	5.829175856	5.738668093	5.149510912	5.735916745	5.411313815	6.030960489	5.068070771	5.62348258	5.144015903	5.672788901	5.96342168	5.916577814	5.711498641	5.876848071	5.186792913	5.72281107	5.307279337	5.477507917	4.954167128	5.645576588	6.021966595	6.105914498	5.702384316	5.136385751	5.725055996	5.299567333	5.350086285	5.609602939	5.817208372	5.560020096	6.077632019	5.824120619	5.935736188	5.575296393	5.177779045	5.762287382	5.892832387	6.125703587	5.79032449	5.415884778	5.435316665	5.669549795	5.318928014	5.820920262	5.138183161	5.295223667	5.533756725	4.983898056	5.275511995	5.073274496	6.167865012	5.428045207	5.570662538	5.534209544	5.628547097
ENSG00000020181	7.044772124	6.270158076	6.436237584	6.921939189	6.809863759	6.371334254	6.21539547	6.215337406	6.292743122	6.10477046	6.137310679	6.173647378	6.161243966	6.286606982	6.263659814	6.265944983	7.142247561	6.130881783	6.333791104	6.49455114	6.370572576	6.397862476	6.104591435	5.334756002	6.263072241	7.284615285	6.380052794	5.715620023	6.102284869	6.859676207	5.760182918	5.996062481	6.620162569	6.323675632	6.270214758	6.881346002	6.591910449	6.221914353	5.582960736	6.035352466	6.983926597	6.308269134	6.395220221	5.986203075	6.443769637	6.432997399	6.388604148	6.402910248	6.622436352	6.005141298	6.305255362	6.155945419	5.814149569	6.165864985	5.829646019	5.9587478	6.467289184	6.251864966	5.981721964	6.191990993
ENSG00000020219	-0.085965454	-0.561109141	-0.551114744	-0.14639599	-0.100233494	-0.53724473	-0.259121132	-0.55622524	-0.311255424	-0.557758439	-0.534561285	-0.510046719	0.125618614	-0.563141079	-0.30125607	-0.562828293	-0.544544501	-0.553430229	0.220457502	-0.551987612	0.47088129	-0.321329763	-0.574964132	-0.522603569	-0.534970959	-0.091178194	-0.534963236	-0.546483702	-0.564018578	-0.15573448	-0.372761301	-0.540047031	-0.0889037	-0.340015217	-0.315629484	-0.53151904	-0.323743039	-0.348918346	-0.539987834	-0.337868628	-0.536100205	-0.528827802	-0.319650527	-0.200515696	0.102356874	-0.314575906	-0.100230432	-0.560375357	-0.305008628	-0.563811736	-0.554832003	-0.562553639	-0.561739722	-0.551254539	-0.547688693	-0.099685103	-0.115696533	0.099291794	-0.549144249	-0.071599206
ENSG00000020256	7.023679927	6.94582828	6.537632824	6.986843146	6.81520459	6.977522214	6.958063741	6.799442976	6.833934921	6.963433281	6.788000022	7.106907703	6.705692419	6.962663798	6.821939373	6.852583706	6.859121872	6.826481525	6.98656539	7.135236396	6.849684414	6.962712053	6.21026354	5.904008349	6.783911705	6.929030502	7.061924063	6.858443696	6.545787445	6.515923096	6.822497059	6.495794539	7.004445427	7.066298564	6.678627727	6.578917506	6.942314959	6.877202854	6.341542494	6.95651879	6.924429381	6.834815745	6.697147205	6.482014195	7.133905134	6.723476934	6.615700908	6.7149313	6.953342208	6.970453663	6.652918588	6.5595247	6.78102631	6.865147511	6.558718488	6.971769614	6.548217374	6.582340463	6.795372866	6.950034587
ENSG00000020426	7.259206405	7.089983664	7.221734454	7.10635172	7.299590049	7.281805979	6.724909703	7.0267464	7.109496637	7.22306484	7.159305074	7.318080965	7.18123723	7.077455297	7.139316004	7.242410345	7.29368224	7.084261803	7.262979387	7.036314285	6.976527859	7.184815499	6.754674855	7.298860415	7.26729266	7.032424829	7.002932683	6.936556187	7.175166856	7.262393111	7.100753975	7.104423727	7.268997381	7.37080118	7.305852307	7.027731592	7.250252649	7.161005451	7.121634857	7.057258847	7.143826029	7.382750506	6.717728512	6.847688251	7.127365543	7.099577852	7.212308134	7.171639294	7.096101806	7.164410873	7.122226303	7.004019255	7.323474357	7.199650734	7.248673917	7.200337044	7.345843181	6.993456729	7.333379667	7.341724467
ENSG00000020577	9.783053762	10.10722355	10.70140826	9.961981102	10.15061141	10.22527285	10.16680235	10.39168592	10.13810946	9.880872182	10.30542621	10.50007361	10.34942766	9.818784771	10.11118666	9.619086654	10.47112656	9.458741634	9.776524819	10.12280931	9.822280675	10.25898895	10.68331078	10.95034624	10.32228239	10.32018558	10.58133753	10.26529925	10.57476436	9.890855006	9.923581617	10.69897433	10.39222549	10.48085054	10.2112556	10.82877342	10.04328785	10.23693722	10.60028944	10.61448804	9.941118116	10.4315225	10.00562592	10.25589355	10.16253421	10.7396127	10.43699214	10.31374102	10.20025615	9.999046032	10.27585097	10.18617648	10.4187489	10.17730844	10.72358686	9.554641048	10.58129067	10.38750979	10.31215616	10.21147278
ENSG00000020633	4.908204515	5.202181352	5.981674176	4.859627657	5.281179953	4.572823609	5.139298818	4.870286698	4.311546881	4.203973521	4.687452045	4.013142272	4.421382371	4.871200675	5.197930675	4.960074192	5.005515787	4.894831312	5.217115297	5.353496815	5.152067481	5.313657783	5.698422482	5.143749377	5.213241871	5.077832033	5.84518494	4.66915985	4.833454352	5.174758787	4.599027648	5.81128483	5.39087752	5.107510547	4.958699872	5.329118552	4.614565079	4.965665629	4.725231388	5.01887805	5.202640427	5.118153852	5.107386152	5.030884614	4.415906111	4.767803855	5.436522733	5.43821234	5.097585236	4.636710015	5.188189664	5.01668322	4.912875213	4.881828957	5.123511258	4.861876592	5.249681261	4.901946136	4.42579977	5.023315215
ENSG00000020922	8.000109057	7.946593273	7.748179743	7.661586564	7.893986739	8.171788067	7.441039046	7.70793647	7.98599452	7.96819925	7.794063089	7.665358182	7.536470118	8.219761686	7.977968529	7.723434289	7.889691463	7.960141979	8.079178364	7.882654833	7.852569724	7.986703083	7.738367969	7.593773237	7.806294339	7.892882064	7.394407545	7.743620969	8.036579962	7.841527809	7.939306167	7.967101138	7.932845868	8.056477455	7.866348394	7.539059882	7.624789741	7.765660876	7.665726981	7.722360265	7.810984363	7.634745198	7.69174867	7.400273332	7.765346256	7.541776812	7.445557111	7.863285613	7.999411854	7.889456257	8.016250503	7.901754065	7.95543842	7.894263914	7.752085442	8.154672173	7.68644819	7.625446099	7.815787023	7.949513767
ENSG00000021300	4.35419128	4.044271647	3.048005509	4.114839024	3.708034852	3.514911974	3.231347892	3.991437401	3.333542007	3.443162032	3.761891597	3.199493354	3.990432411	3.726563274	3.454747613	3.670825017	4.668428402	3.22795375	3.372646718	3.924645	3.995845116	4.171127156	4.537483945	3.34321986	3.531783489	3.914708187	4.065472569	3.599280737	3.398208888	4.161215554	3.105951217	4.075682726	4.262141152	3.701216642	4.016344823	3.980087969	3.879553552	3.483386125	3.910290037	3.591570967	5.423636359	2.950431801	3.843503532	4.190177191	3.875368934	3.808854121	3.422230787	4.09421797	3.518218544	3.538391145	3.536885711	3.786705491	3.486058816	3.563485873	3.65976552	3.574672853	3.839169813	3.534850814	3.579272273	3.229550954
ENSG00000021355	8.63201352	8.766768294	9.08166507	8.680960615	8.638349654	8.50707775	8.162756474	9.166825744	8.33105027	8.051841618	8.775532359	8.309136404	8.822143191	8.295808605	8.210859909	8.166358876	8.573533142	8.010619534	8.326244263	8.454178912	8.847078969	8.673477905	9.476337171	9.928947853	8.78500568	8.26374237	9.38297134	8.026127215	8.428987151	9.079154298	7.99402345	10.19559614	8.321067278	8.453003255	9.482655529	9.396642623	8.887821233	7.986023301	9.640469261	8.139852208	8.290868569	8.697390399	8.735432134	9.793505265	8.296871313	8.617298677	9.433045158	8.564835871	8.269543892	7.830408218	8.521151843	8.840391162	8.132612863	8.134422929	8.530184646	8.299036049	8.95606964	10.09274315	9.062880868	8.171291616
ENSG00000021461	9.985913237	8.874782369	10.90620427	10.8678119	10.62105615	10.98138793	11.06552609	10.54364751	11.52180006	9.554783211	11.82558368	11.24573199	11.3010793	10.11910886	10.40792385	9.641576703	11.32931641	11.16298711	12.06666058	10.73634376	9.792261691	11.86262494	10.96255624	10.31744455	10.77027755	10.6606313	9.493954999	11.31144316	11.41314786	10.16444812	10.3895463	10.23263476	11.53046475	10.08993038	9.973662757	9.328879035	8.886245228	10.141753	10.56192543	11.01153725	11.15494651	11.55523123	11.5908542	11.05894032	11.35081801	10.80025408	10.64570013	10.75529373	10.21930617	10.95223186	10.38268829	11.59151241	11.24239655	10.32091067	11.29494043	10.67058682	11.1245413	9.833342102	11.51112607	11.24718124
ENSG00000021488	6.995526376	7.119672767	7.090589114	6.958160232	7.116689925	7.023921403	7.084180683	7.193686879	6.959158501	7.165556588	6.76790304	7.453839892	6.920562073	7.164541946	7.146456967	7.358522132	6.915389705	6.838398005	6.768291633	7.215689566	7.019226151	6.923098619	6.662312232	6.4098808	6.495355931	6.958753428	6.872970494	7.050988189	7.07142516	6.958658691	6.942875146	6.747929762	7.324729569	7.055008037	7.099612148	6.638651292	7.113358403	6.896461984	6.996580601	7.131445658	7.210103102	7.330505462	6.654971284	6.946630726	7.165513386	7.126774154	6.916315901	6.790088525	7.103824715	7.248623866	6.824962938	6.957194311	6.926660967	6.886236528	6.955871604	6.969661964	6.850241967	7.102975603	7.175317874	7.331716481
ENSG00000021574	8.485070223	8.496012561	8.366076529	8.360672933	8.1618354	8.6507292	8.355151332	8.253815778	8.433653139	8.456927447	8.316189966	8.487089317	8.233187073	8.703618071	8.393664589	8.409693099	8.242034315	8.457683332	8.64196325	8.351042731	8.502753664	8.246627576	8.203947928	8.255420621	8.198536492	7.906258571	8.248602611	8.569942425	8.44643247	8.263382995	8.530307743	8.143216753	8.125273556	8.549884757	8.379771462	8.461634745	8.095210704	8.34629637	8.197860746	8.439574179	8.277105954	7.938476926	8.311235122	8.230150969	8.202506632	8.2309475	8.119036803	8.444779586	8.402424784	8.510050465	8.237051494	8.527467345	8.533027389	8.586544066	8.412934515	8.420160932	8.223034083	8.275745053	8.36972534	8.296889477
ENSG00000021645	3.385211265	4.034110424	4.414934636	3.387914856	3.971532651	3.129206053	3.872176929	3.865888203	3.656217719	3.853820542	4.305175417	3.979823515	3.524564272	4.718412876	3.696847272	3.814171409	5.317849821	4.097106307	3.802479973	3.955244317	3.269834073	4.165905369	4.247491349	4.711576602	4.301600067	5.239724295	3.703610542	3.999809773	3.747714994	3.690675987	4.765424872	3.738278591	3.764115811	3.729326513	3.325649282	4.005745853	3.910484083	3.436845553	4.10763878	3.678444718	4.085509313	3.96419581	3.814586238	3.552850216	3.774535058	4.577325448	3.915547875	4.508752001	3.065750993	3.490111137	4.177992764	4.239208388	3.765224428	4.683976832	3.531207726	3.973230426	4.580248994	3.767323246	3.801859949	4.1152166
ENSG00000021762	5.551870008	5.21936975	5.570510089	5.593447491	5.619762188	5.067057657	5.264280786	5.162782694	5.40584286	4.50639242	5.489114671	5.094972551	5.388479546	4.773818743	5.05820255	5.179767091	6.338407995	5.288809402	5.182482292	5.146934507	5.308408004	5.333212378	5.575938715	4.703046513	5.184550442	5.574300226	5.435890113	4.8809298	5.040369512	5.542935313	4.990980641	5.255542353	5.408254084	5.34894585	5.216034815	6.188997024	5.49042714	5.198056761	5.169086016	4.973976732	5.863159017	5.469118035	5.743562842	5.427540451	5.270952542	5.516671729	5.693115785	5.424600426	5.040260292	5.09539253	5.346423741	5.053210765	4.678084686	5.401973537	4.67559418	4.477248965	5.381195571	5.545202777	5.278421067	5.146862282
ENSG00000021776	9.356642412	9.380355837	9.077721216	9.225120259	9.37770514	9.233353014	9.187148394	9.390709113	9.339947029	9.349915251	9.42908689	9.391012547	9.350677825	9.469736069	9.369162975	9.386155806	9.386772257	9.450874297	9.306857192	9.312009571	9.304147337	9.346198334	9.287141699	9.515233221	9.242216387	9.386696027	9.105546273	9.395081659	9.472742211	9.347930991	9.469428202	9.266122452	9.249388865	9.338129946	9.413432876	9.244194675	9.450680373	9.405313218	9.382047912	9.298737922	9.435826473	9.373916985	9.106909921	9.301615711	9.38428386	9.201993501	9.219185909	9.524101539	9.125198414	9.302392701	9.248565097	9.479437477	9.382721366	9.410123325	9.473234565	9.398789815	9.408609351	9.4222956	9.284344056	9.364840511
ENSG00000021826	15.76383269	15.7264507	15.66584862	15.58662893	15.81118632	15.46594621	15.91375767	15.85495873	15.73088513	15.48823519	16.04205944	16.34496155	16.00236613	16.00886321	15.916351	16.02857175	15.90110285	15.9916371	15.82411138	15.98989589	15.65528405	16.15836874	15.76003617	15.76171639	15.71022021	15.47277803	15.55238817	16.12820778	15.93829397	15.52879866	15.76492579	15.28420141	15.62785377	15.77423705	15.61455235	15.09770278	15.46211084	15.53530296	16.01584509	16.16262709	15.76975236	15.6354989	15.68155845	15.80463941	16.04311009	15.5293715	15.64243947	15.79299775	15.8380189	16.21796893	15.80276248	16.28637593	15.98148442	15.50475153	16.04532133	15.57897036	15.90627586	15.34367849	16.13949786	16.11552529
ENSG00000021852	12.7167151	12.65746066	12.6652569	12.78395176	12.74225364	12.65401761	12.68253462	12.76757651	12.72643946	12.75814302	12.66547837	13.04232535	12.99914974	12.852775	12.81646923	12.62072507	12.53312696	12.61350188	12.78669172	13.00254006	12.78781732	13.04728678	12.80404527	12.65014268	13.00721685	12.61930246	12.82381158	12.65168801	12.89340763	12.46582286	12.79986341	12.83266123	12.75595154	12.54867848	12.80002151	12.55695173	12.87004169	12.6660389	12.98737568	13.03869034	12.531791	13.10651021	12.65054209	12.98536672	12.64895181	12.85756432	12.80949975	12.63996936	12.55034002	12.90200032	12.94962758	13.14661593	12.76145406	12.65603574	13.03312416	12.7727085	12.60245624	12.76613646	13.21160261	12.81323291
ENSG00000022267	8.556444541	8.294974258	8.770372734	8.418786206	8.887771652	7.93058873	8.711862145	8.748509161	8.591480857	8.123301868	8.779078631	8.611144347	8.380782713	8.539904367	8.359190081	7.720046527	9.369678213	8.482004968	8.306729604	8.680480228	8.233044511	8.561270905	8.689866849	8.688093806	8.590196685	8.735828552	8.234961745	8.263040686	8.322407478	8.916451084	8.304851043	8.045098329	8.401446719	8.234288496	8.763124752	8.450582411	8.391018659	8.414612391	8.47481452	7.924635197	8.543713356	8.767579198	9.0632668	8.573127612	8.479627786	8.418438911	8.416732535	8.789137277	8.383196879	8.080503972	8.473904658	9.011014118	8.420360558	8.738606112	8.863682449	8.256537883	9.199154202	8.290252364	8.673969251	7.840354701
ENSG00000022277	8.069342473	8.278439599	8.029286334	8.111869455	8.12361261	8.146642522	8.089184595	8.353461494	7.994657274	8.135064974	8.139648818	8.098491267	8.031191344	8.072067726	8.085004035	8.127101744	8.138601133	8.112152481	8.092766276	7.945086858	8.126651954	8.142520999	8.321333611	8.19139849	8.08207149	8.086880575	8.278711446	8.285229728	8.148963299	8.357473107	8.126024424	8.357089676	8.208128671	8.03692878	8.172874943	8.478008805	8.052754621	8.157973643	8.377969254	8.299505283	8.093159118	8.387333874	8.059063241	8.215401951	8.168557906	7.960383449	8.11979336	8.255015136	8.12513947	8.272878995	8.1638203	8.20536004	8.210140365	8.076021209	8.18394489	8.18536804	8.419554275	8.174642133	8.347522862	8.201547987
